ID,RoomNo,startTime,endTime,Day,slotID,CourseType
257,7A07,13:00:00,13:50:00,Thursday,Thu1.00.7A07,Theory
258,7A07,13:50:00,14:40:00,Saturday,Sat1.50.7A07,Theory
259,7A07,13:50:00,14:40:00,Sunday,Sun1.50.7A07,Theory
260,7A07,13:50:00,14:40:00,Monday,Mon1.50.7A07,Theory
261,7A07,13:50:00,14:40:00,Tuesday,Tue1.50.7A07,Theory
262,7A07,13:50:00,14:40:00,Wednesday,Wed1.50.7A07,Theory
263,7A07,13:50:00,14:40:00,Thursday,Thu1.50.7A07,Theory
264,7A07,14:40:00,15:30:00,Saturday,Sat2.40.7A07,Theory
265,7A07,14:40:00,15:30:00,Sunday,Sun2.40.7A07,Theory
266,7A07,14:40:00,15:30:00,Monday,Mon2.40.7A07,Theory
267,7A07,14:40:00,15:30:00,Tuesday,Tue2.40.7A07,Theory
268,7A07,14:40:00,15:30:00,Wednesday,Wed2.40.7A07,Theory
269,7A07,14:40:00,15:30:00,Thursday,Thu2.40.7A07,Theory
270,7C06,8:00:00,8:50:00,Saturday,Sat8.00.7C06,Theory
271,7C06,8:00:00,8:50:00,Sunday,Sun8.00.7C06,Theory
272,7C06,8:00:00,8:50:00,Monday,Mon8.00.7C06,Theory
273,7C06,8:00:00,8:50:00,Tuesday,Tue8.00.7C06,Theory
274,7C06,8:00:00,8:50:00,Wednesday,Wed8.00.7C06,Theory
275,7C06,8:00:00,8:50:00,Thursday,Thu8.00.7C06,Theory
276,7C06,8:50:00,9:40:00,Saturday,Sat8.50.7C06,Theory
277,7C06,8:50:00,9:40:00,Sunday,Sun8.50.7C06,Theory
278,7C06,8:50:00,9:40:00,Monday,Mon8.50.7C06,Theory
279,7C06,8:50:00,9:40:00,Tuesday,Tue8.50.7C06,Theory
280,7C06,8:50:00,9:40:00,Wednesday,Wed8.50.7C06,Theory
281,7C06,8:50:00,9:40:00,Thursday,Thu8.50.7C06,Theory
282,7C06,9:40:00,10:30:00,Saturday,Sat9.40.7C06,Theory
283,7C06,9:40:00,10:30:00,Sunday,Sun9.40.7C06,Theory
284,7C06,9:40:00,10:30:00,Monday,Mon9.40.7C06,Theory
285,7C06,9:40:00,10:30:00,Tuesday,Tue9.40.7C06,Theory
286,7C06,9:40:00,10:30:00,Wednesday,Wed9.40.7C06,Theory
287,7C06,9:40:00,10:30:00,Thursday,Thu9.40.7C06,Theory
288,7C06,10:30:00,11:20:00,Saturday,Sat10.30.7C06,Theory
289,7C06,10:30:00,11:20:00,Sunday,Sun10.30.7C06,Theory
290,7C06,10:30:00,11:20:00,Monday,Mon10.30.7C06,Theory
291,7C06,10:30:00,11:20:00,Tuesday,Tue10.30.7C06,Theory
292,7C06,10:30:00,11:20:00,Wednesday,Wed10.30.7C06,Theory
293,7C06,10:30:00,11:20:00,Thursday,Thu10.30.7C06,Theory
294,7C06,11:20:00,12:10:00,Saturday,Sat11.20.7C06,Theory
295,7C06,11:20:00,12:10:00,Sunday,Sun11.20.7C06,Theory
296,7C06,11:20:00,12:10:00,Monday,Mon11.20.7C06,Theory
297,7C06,11:20:00,12:10:00,Tuesday,Tue11.20.7C06,Theory
298,7C06,11:20:00,12:10:00,Wednesday,Wed11.20.7C06,Theory
299,7C06,11:20:00,12:10:00,Thursday,Thu11.20.7C06,Theory
300,7C06,12:10:00,13:00:00,Saturday,Sat12.10.7C06,Theory
301,7C06,12:10:00,13:00:00,Sunday,Sun12.10.7C06,Theory
302,7C06,12:10:00,13:00:00,Monday,Mon12.10.7C06,Theory
303,7C06,12:10:00,13:00:00,Tuesday,Tue12.10.7C06,Theory
304,7C06,12:10:00,13:00:00,Wednesday,Wed12.10.7C06,Theory
305,7C06,12:10:00,13:00:00,Thursday,Thu12.10.7C06,Theory
306,7C06,13:00:00,13:50:00,Saturday,Sat1.00.7C06,Theory
307,7C06,13:00:00,13:50:00,Sunday,Sun1.00.7C06,Theory
308,7C06,13:00:00,13:50:00,Monday,Mon1.00.7C06,Theory
309,7C06,13:00:00,13:50:00,Tuesday,Tue1.00.7C06,Theory
310,7C06,13:00:00,13:50:00,Wednesday,Wed1.00.7C06,Theory
311,7C06,13:00:00,13:50:00,Thursday,Thu1.00.7C06,Theory
312,7C06,13:50:00,14:40:00,Saturday,Sat1.50.7C06,Theory
313,7C06,13:50:00,14:40:00,Sunday,Sun1.50.7C06,Theory
314,7C06,13:50:00,14:40:00,Monday,Mon1.50.7C06,Theory
315,7C06,13:50:00,14:40:00,Tuesday,Tue1.50.7C06,Theory
316,7C06,13:50:00,14:40:00,Wednesday,Wed1.50.7C06,Theory
317,7C06,13:50:00,14:40:00,Thursday,Thu1.50.7C06,Theory
318,7C06,14:40:00,15:30:00,Saturday,Sat2.40.7C06,Theory
319,7C06,14:40:00,15:30:00,Sunday,Sun2.40.7C06,Theory
320,7C06,14:40:00,15:30:00,Monday,Mon2.40.7C06,Theory
321,7C06,14:40:00,15:30:00,Tuesday,Tue2.40.7C06,Theory
322,7C06,14:40:00,15:30:00,Wednesday,Wed2.40.7C06,Theory
323,7C06,14:40:00,15:30:00,Thursday,Thu2.40.7C06,Theory
324,7C07,8:00:00,8:50:00,Saturday,Sat8.00.7C07,Theory
325,7C07,8:00:00,8:50:00,Sunday,Sun8.00.7C07,Theory
326,7C07,8:00:00,8:50:00,Monday,Mon8.00.7C07,Theory
327,7C07,8:00:00,8:50:00,Tuesday,Tue8.00.7C07,Theory
328,7C07,8:00:00,8:50:00,Wednesday,Wed8.00.7C07,Theory
329,7C07,8:00:00,8:50:00,Thursday,Thu8.00.7C07,Theory
330,7C07,8:50:00,9:40:00,Saturday,Sat8.50.7C07,Theory
331,7C07,8:50:00,9:40:00,Sunday,Sun8.50.7C07,Theory
332,7C07,8:50:00,9:40:00,Monday,Mon8.50.7C07,Theory
333,7C07,8:50:00,9:40:00,Tuesday,Tue8.50.7C07,Theory
334,7C07,8:50:00,9:40:00,Wednesday,Wed8.50.7C07,Theory
335,7C07,8:50:00,9:40:00,Thursday,Thu8.50.7C07,Theory
336,7C07,9:40:00,10:30:00,Saturday,Sat9.40.7C07,Theory
337,7C07,9:40:00,10:30:00,Sunday,Sun9.40.7C07,Theory
338,7C07,9:40:00,10:30:00,Monday,Mon9.40.7C07,Theory
339,7C07,9:40:00,10:30:00,Tuesday,Tue9.40.7C07,Theory
340,7C07,9:40:00,10:30:00,Wednesday,Wed9.40.7C07,Theory
341,7C07,9:40:00,10:30:00,Thursday,Thu9.40.7C07,Theory
342,7C07,10:30:00,11:20:00,Saturday,Sat10.30.7C07,Theory
343,7C07,10:30:00,11:20:00,Sunday,Sun10.30.7C07,Theory
344,7C07,10:30:00,11:20:00,Monday,Mon10.30.7C07,Theory
345,7C07,10:30:00,11:20:00,Tuesday,Tue10.30.7C07,Theory
346,7C07,10:30:00,11:20:00,Wednesday,Wed10.30.7C07,Theory
347,7C07,10:30:00,11:20:00,Thursday,Thu10.30.7C07,Theory
348,7C07,11:20:00,12:10:00,Saturday,Sat11.20.7C07,Theory
349,7C07,11:20:00,12:10:00,Sunday,Sun11.20.7C07,Theory
350,7C07,11:20:00,12:10:00,Monday,Mon11.20.7C07,Theory
351,7C07,11:20:00,12:10:00,Tuesday,Tue11.20.7C07,Theory
352,7C07,11:20:00,12:10:00,Wednesday,Wed11.20.7C07,Theory
353,7C07,11:20:00,12:10:00,Thursday,Thu11.20.7C07,Theory
354,7C07,12:10:00,13:00:00,Saturday,Sat12.10.7C07,Theory
355,7C07,12:10:00,13:00:00,Sunday,Sun12.10.7C07,Theory
356,7C07,12:10:00,13:00:00,Monday,Mon12.10.7C07,Theory
357,7C07,12:10:00,13:00:00,Tuesday,Tue12.10.7C07,Theory
358,7C07,12:10:00,13:00:00,Wednesday,Wed12.10.7C07,Theory
359,7C07,12:10:00,13:00:00,Thursday,Thu12.10.7C07,Theory
360,7C07,13:00:00,13:50:00,Saturday,Sat1.00.7C07,Theory
361,7C07,13:00:00,13:50:00,Sunday,Sun1.00.7C07,Theory
362,7C07,13:00:00,13:50:00,Monday,Mon1.00.7C07,Theory
363,7C07,13:00:00,13:50:00,Tuesday,Tue1.00.7C07,Theory
364,7C07,13:00:00,13:50:00,Wednesday,Wed1.00.7C07,Theory
365,7C07,13:00:00,13:50:00,Thursday,Thu1.00.7C07,Theory
366,7C07,13:50:00,14:40:00,Saturday,Sat1.50.7C07,Theory
367,7C07,13:50:00,14:40:00,Sunday,Sun1.50.7C07,Theory
368,7C07,13:50:00,14:40:00,Monday,Mon1.50.7C07,Theory
369,7C07,13:50:00,14:40:00,Tuesday,Tue1.50.7C07,Theory
370,7C07,13:50:00,14:40:00,Wednesday,Wed1.50.7C07,Theory
371,7C07,13:50:00,14:40:00,Thursday,Thu1.50.7C07,Theory
372,7C07,14:40:00,15:30:00,Saturday,Sat2.40.7C07,Theory
373,7C07,14:40:00,15:30:00,Sunday,Sun2.40.7C07,Theory
374,7C07,14:40:00,15:30:00,Monday,Mon2.40.7C07,Theory
375,7C07,14:40:00,15:30:00,Tuesday,Tue2.40.7C07,Theory
376,7C07,14:40:00,15:30:00,Wednesday,Wed2.40.7C07,Theory
377,7C07,14:40:00,15:30:00,Thursday,Thu2.40.7C07,Theory
378,7B01,8:00:00,10:30:00,Saturday,Sat8.00.7B01,Lab
379,7B01,8:00:00,10:30:00,Sunday,Sun8.00.7B01,Lab
380,7B01,8:00:00,10:30:00,Monday,Mon8.00.7B01,Lab
381,7B01,8:00:00,10:30:00,Tuesday,Tue8.00.7B01,Lab
382,7B01,8:00:00,10:30:00,Wednesday,Wed8.00.7B01,Lab
383,7B01,8:00:00,10:30:00,Thursday,Thu8.00.7B01,Lab
384,7B01,10:30:00,13:00:00,Saturday,Sat10.30.7B01,Lab
385,7B01,10:30:00,13:00:00,Sunday,Sun10.30.7B01,Lab
386,7B01,10:30:00,13:00:00,Monday,Mon10.30.7B01,Lab
387,7B01,10:30:00,13:00:00,Tuesday,Tue10.30.7B01,Lab
388,7B01,10:30:00,13:00:00,Wednesday,Wed10.30.7B01,Lab
389,7B01,10:30:00,13:00:00,Thursday,Thu10.30.7B01,Lab
390,7B01,13:00:00,15:30:00,Saturday,Sat1.00.7B01,Lab
391,7B01,13:00:00,15:30:00,Sunday,Sun1.00.7B01,Lab
392,7B01,13:00:00,15:30:00,Monday,Mon1.00.7B01,Lab
393,7B01,13:00:00,15:30:00,Tuesday,Tue1.00.7B01,Lab
394,7B01,13:00:00,15:30:00,Wednesday,Wed1.00.7B01,Lab
395,7B01,13:00:00,15:30:00,Thursday,Thu1.00.7B01,Lab
396,7B03,8:00:00,10:30:00,Saturday,Sat8.00.7B03,Lab
397,7B03,8:00:00,10:30:00,Sunday,Sun8.00.7B03,Lab
398,7B03,8:00:00,10:30:00,Monday,Mon8.00.7B03,Lab
399,7B03,8:00:00,10:30:00,Tuesday,Tue8.00.7B03,Lab
400,7B03,8:00:00,10:30:00,Wednesday,Wed8.00.7B03,Lab
401,7B03,8:00:00,10:30:00,Thursday,Thu8.00.7B03,Lab
402,7B03,10:30:00,13:00:00,Saturday,Sat10.30.7B03,Lab
403,7B03,10:30:00,13:00:00,Sunday,Sun10.30.7B03,Lab
404,7B03,10:30:00,13:00:00,Monday,Mon10.30.7B03,Lab
405,7B03,10:30:00,13:00:00,Tuesday,Tue10.30.7B03,Lab
406,7B03,10:30:00,13:00:00,Wednesday,Wed10.30.7B03,Lab
407,7B03,10:30:00,13:00:00,Thursday,Thu10.30.7B03,Lab
408,7B03,13:00:00,15:30:00,Saturday,Sat1.00.7B03,Lab
409,7B03,13:00:00,15:30:00,Sunday,Sun1.00.7B03,Lab
410,7B03,13:00:00,15:30:00,Monday,Mon1.00.7B03,Lab
411,7B03,13:00:00,15:30:00,Tuesday,Tue1.00.7B03,Lab
412,7B03,13:00:00,15:30:00,Wednesday,Wed1.00.7B03,Lab
413,7B03,13:00:00,15:30:00,Thursday,Thu1.00.7B03,Lab
414,7B05,8:00:00,10:30:00,Saturday,Sat8.00.7B05,Lab
415,7B05,8:00:00,10:30:00,Sunday,Sun8.00.7B05,Lab
416,7B05,8:00:00,10:30:00,Monday,Mon8.00.7B05,Lab
417,7B05,8:00:00,10:30:00,Tuesday,Tue8.00.7B05,Lab
418,7B05,8:00:00,10:30:00,Wednesday,Wed8.00.7B05,Lab
419,7B05,8:00:00,10:30:00,Thursday,Thu8.00.7B05,Lab
420,7B05,10:30:00,13:00:00,Saturday,Sat10.30.7B05,Lab
421,7B05,10:30:00,13:00:00,Sunday,Sun10.30.7B05,Lab
422,7B05,10:30:00,13:00:00,Monday,Mon10.30.7B05,Lab
423,7B05,10:30:00,13:00:00,Tuesday,Tue10.30.7B05,Lab
424,7B05,10:30:00,13:00:00,Wednesday,Wed10.30.7B05,Lab
425,7B05,10:30:00,13:00:00,Thursday,Thu10.30.7B05,Lab
426,7B05,13:00:00,15:30:00,Saturday,Sat1.00.7B05,Lab
427,7B05,13:00:00,15:30:00,Sunday,Sun1.00.7B05,Lab
428,7B05,13:00:00,15:30:00,Monday,Mon1.00.7B05,Lab
429,7B05,13:00:00,15:30:00,Tuesday,Tue1.00.7B05,Lab
430,7B05,13:00:00,15:30:00,Wednesday,Wed1.00.7B05,Lab
431,7B05,13:00:00,15:30:00,Thursday,Thu1.00.7B05,Lab
432,7B06,8:00:00,10:30:00,Saturday,Sat8.00.7B06,Lab
433,7B06,8:00:00,10:30:00,Sunday,Sun8.00.7B06,Lab
434,7B06,8:00:00,10:30:00,Monday,Mon8.00.7B06,Lab
435,7B06,8:00:00,10:30:00,Tuesday,Tue8.00.7B06,Lab
436,7B06,8:00:00,10:30:00,Wednesday,Wed8.00.7B06,Lab
437,7B06,8:00:00,10:30:00,Thursday,Thu8.00.7B06,Lab
438,7B06,10:30:00,13:00:00,Saturday,Sat10.30.7B06,Lab
439,7B06,10:30:00,13:00:00,Sunday,Sun10.30.7B06,Lab
440,7B06,10:30:00,13:00:00,Monday,Mon10.30.7B06,Lab
441,7B06,10:30:00,13:00:00,Tuesday,Tue10.30.7B06,Lab
442,7B06,10:30:00,13:00:00,Wednesday,Wed10.30.7B06,Lab
443,7B06,10:30:00,13:00:00,Thursday,Thu10.30.7B06,Lab
444,7B06,13:00:00,15:30:00,Saturday,Sat1.00.7B06,Lab
445,7B06,13:00:00,15:30:00,Sunday,Sun1.00.7B06,Lab
446,7B06,13:00:00,15:30:00,Monday,Mon1.00.7B06,Lab
447,7B06,13:00:00,15:30:00,Tuesday,Tue1.00.7B06,Lab
448,7B06,13:00:00,15:30:00,Wednesday,Wed1.00.7B06,Lab
449,7B06,13:00:00,15:30:00,Thursday,Thu1.00.7B06,Lab
450,7B07,8:00:00,10:30:00,Saturday,Sat8.00.7B07,Lab
451,7B07,8:00:00,10:30:00,Sunday,Sun8.00.7B07,Lab
452,7B07,8:00:00,10:30:00,Monday,Mon8.00.7B07,Lab
453,7B07,8:00:00,10:30:00,Tuesday,Tue8.00.7B07,Lab
454,7B07,8:00:00,10:30:00,Wednesday,Wed8.00.7B07,Lab
455,7B07,8:00:00,10:30:00,Thursday,Thu8.00.7B07,Lab
456,7B07,10:30:00,13:00:00,Saturday,Sat10.30.7B07,Lab
457,7B07,10:30:00,13:00:00,Sunday,Sun10.30.7B07,Lab
458,7B07,10:30:00,13:00:00,Monday,Mon10.30.7B07,Lab
459,7B07,10:30:00,13:00:00,Tuesday,Tue10.30.7B07,Lab
460,7B07,10:30:00,13:00:00,Wednesday,Wed10.30.7B07,Lab
461,7B07,10:30:00,13:00:00,Thursday,Thu10.30.7B07,Lab
462,7B07,13:00:00,15:30:00,Saturday,Sat1.00.7B07,Lab
463,7B07,13:00:00,15:30:00,Sunday,Sun1.00.7B07,Lab
464,7B07,13:00:00,15:30:00,Monday,Mon1.00.7B07,Lab
465,7B07,13:00:00,15:30:00,Tuesday,Tue1.00.7B07,Lab
466,7B07,13:00:00,15:30:00,Wednesday,Wed1.00.7B07,Lab
467,7B07,13:00:00,15:30:00,Thursday,Thu1.00.7B07,Lab
468,7B08,8:00:00,10:30:00,Saturday,Sat8.00.7B08,Lab
469,7B08,8:00:00,10:30:00,Sunday,Sun8.00.7B08,Lab
470,7B08,8:00:00,10:30:00,Monday,Mon8.00.7B08,Lab
471,7B08,8:00:00,10:30:00,Tuesday,Tue8.00.7B08,Lab
472,7B08,8:00:00,10:30:00,Wednesday,Wed8.00.7B08,Lab
473,7B08,8:00:00,10:30:00,Thursday,Thu8.00.7B08,Lab
474,7B08,10:30:00,13:00:00,Saturday,Sat10.30.7B08,Lab
475,7B08,10:30:00,13:00:00,Sunday,Sun10.30.7B08,Lab
476,7B08,10:30:00,13:00:00,Monday,Mon10.30.7B08,Lab
477,7B08,10:30:00,13:00:00,Tuesday,Tue10.30.7B08,Lab
478,7B08,10:30:00,13:00:00,Wednesday,Wed10.30.7B08,Lab
479,7B08,10:30:00,13:00:00,Thursday,Thu10.30.7B08,Lab
480,7B08,13:00:00,15:30:00,Saturday,Sat1.00.7B08,Lab
481,7B08,13:00:00,15:30:00,Sunday,Sun1.00.7B08,Lab
482,7B08,13:00:00,15:30:00,Monday,Mon1.00.7B08,Lab
483,7B08,13:00:00,15:30:00,Tuesday,Tue1.00.7B08,Lab
484,7B08,13:00:00,15:30:00,Wednesday,Wed1.00.7B08,Lab
485,7B08,13:00:00,15:30:00,Thursday,Thu1.00.7B08,Lab
486,9A05,8:00:00,10:30:00,Saturday,Sat8.00.9A05,Lab
487,9A05,8:00:00,10:30:00,Sunday,Sun8.00.9A05,Lab
488,9A05,8:00:00,10:30:00,Monday,Mon8.00.9A05,Lab
489,9A05,8:00:00,10:30:00,Tuesday,Tue8.00.9A05,Lab
490,9A05,8:00:00,10:30:00,Wednesday,Wed8.00.9A05,Lab
491,9A05,8:00:00,10:30:00,Thursday,Thu8.00.9A05,Lab
492,9A05,10:30:00,13:00:00,Saturday,Sat10.30.9A05,Lab
493,9A05,10:30:00,13:00:00,Sunday,Sun10.30.9A05,Lab
494,9A05,10:30:00,13:00:00,Monday,Mon10.30.9A05,Lab
495,9A05,10:30:00,13:00:00,Tuesday,Tue10.30.9A05,Lab
496,9A05,10:30:00,13:00:00,Wednesday,Wed10.30.9A05,Lab
497,9A05,10:30:00,13:00:00,Thursday,Thu10.30.9A05,Lab
498,9A05,13:00:00,15:30:00,Saturday,Sat1.00.9A05,Lab
499,9A05,13:00:00,15:30:00,Sunday,Sun1.00.9A05,Lab
500,9A05,13:00:00,15:30:00,Monday,Mon1.00.9A05,Lab
501,9A05,13:00:00,15:30:00,Tuesday,Tue1.00.9A05,Lab
502,9A05,13:00:00,15:30:00,Wednesday,Wed1.00.9A05,Lab
503,9A05,13:00:00,15:30:00,Thursday,Thu1.00.9A05,Lab
504,6B07,8:00:00,10:30:00,Saturday,Sat8.00.6B07,Lab
505,6B07,8:00:00,10:30:00,Sunday,Sun8.00.6B07,Lab
506,6B07,8:00:00,10:30:00,Monday,Mon8.00.6B07,Lab
507,6B07,8:00:00,10:30:00,Tuesday,Tue8.00.6B07,Lab
508,6B07,8:00:00,10:30:00,Wednesday,Wed8.00.6B07,Lab
509,6B07,8:00:00,10:30:00,Thursday,Thu8.00.6B07,Lab
510,6B07,10:30:00,13:00:00,Saturday,Sat10.30.6B07,Lab
511,6B07,10:30:00,13:00:00,Sunday,Sun10.30.6B07,Lab
512,6B07,10:30:00,13:00:00,Monday,Mon10.30.6B07,Lab
513,6B07,10:30:00,13:00:00,Tuesday,Tue10.30.6B07,Lab
514,6B07,10:30:00,13:00:00,Wednesday,Wed10.30.6B07,Lab
515,6B07,10:30:00,13:00:00,Thursday,Thu10.30.6B07,Lab
516,6B07,13:00:00,15:30:00,Saturday,Sat1.00.6B07,Lab
517,6B07,13:00:00,15:30:00,Sunday,Sun1.00.6B07,Lab
518,6B07,13:00:00,15:30:00,Monday,Mon1.00.6B07,Lab
519,6B07,13:00:00,15:30:00,Tuesday,Tue1.00.6B07,Lab
520,6B07,13:00:00,15:30:00,Wednesday,Wed1.00.6B07,Lab
521,6B07,13:00:00,15:30:00,Thursday,Thu1.00.6B07,Lab
